,Hour,Day,Month,Electricity [MWh],PV [MWh],Price,Peak,CO2
4917,21,205,July,0.056069880774719666,0.0,0.2324,Peak,458.23000473260765
4918,22,205,July,0.04078523335372069,0.0,0.2324,Peak,450.19088184256185
4919,23,205,July,0.03291081185864764,0.0,0.2187,Off-Peak,427.22195929957405
4920,0,206,July,0.029325200625212367,0.0,0.2187,Off-Peak,396.54204133144026
4921,1,206,July,0.02541877344886171,0.0,0.2187,Off-Peak,363.40116737655785
4922,2,206,July,0.026538928718994218,0.0,0.2187,Off-Peak,345.35415680706734
4923,3,206,July,0.026541297458375808,0.0,0.2187,Off-Peak,331.5728032812746
4924,4,206,July,0.025877267930682974,0.0,0.2187,Off-Peak,327.143082505127
4925,5,206,July,0.030150383914373094,0.011719822949782324,0.2187,Off-Peak,327.79933743492666
4926,6,206,July,0.0746558644532349,0.018884288003457917,0.2324,Peak,334.5259504653731
4927,7,206,July,0.09077354739645993,0.04901022473344927,0.2324,Peak,366.02618709575637
4928,8,206,July,0.13860408248584308,0.14361310325875065,0.2324,Peak,380.62785928379867
4929,9,206,July,0.10427822955677786,0.16404249080327568,0.2324,Peak,382.10443287584786
4930,10,206,July,0.1351220659427414,0.15395802954497875,0.2324,Peak,376.69032970500086
4931,11,206,July,0.13786960932194053,0.20713027429977732,0.2324,Peak,375.5418835778514
4932,12,206,July,0.19580196487125692,0.18319640297094733,0.2324,Peak,377.18252090235046
4933,13,206,July,0.1435341096533569,0.16245120640729235,0.2324,Peak,372.424672661303
4934,14,206,July,0.14038930331216898,0.15200242246775458,0.2324,Peak,377.18252090235046
4935,15,206,July,0.09998273949098864,0.17627036765795834,0.2324,Peak,388.0107272440448
4936,16,206,July,0.08362642272578305,0.13322395681002294,0.2324,Peak,403.9249092916864
4937,17,206,July,0.1099726665402372,0.08552419059903961,0.2324,Peak,425.9094494399748
4938,18,206,July,0.1518141211493925,0.042800388586269326,0.2324,Peak,448.2221170531629
4939,19,206,July,0.1771122448017683,0.01287436581848417,0.2324,Peak,460.8550244518063
4940,20,206,July,0.0625153244239875,0.0,0.2324,Peak,463.3159804385549
4941,21,206,July,0.05624509208970438,0.0,0.2324,Peak,458.23000473260765
4942,22,206,July,0.04041243750594632,0.0,0.2324,Peak,450.19088184256185
4943,23,206,July,0.032857329738362216,0.0,0.2187,Off-Peak,427.22195929957405
4944,0,207,July,0.029390501814475032,0.0,0.2187,Off-Peak,396.54204133144026
4945,1,207,July,0.025393081603805642,0.0,0.2187,Off-Peak,363.40116737655785
4946,2,207,July,0.02649071392456677,0.0,0.2187,Off-Peak,345.35415680706734
4947,3,207,July,0.026492094318722396,0.0,0.2187,Off-Peak,331.5728032812746
4948,4,207,July,0.025840985966700647,0.0,0.2187,Off-Peak,327.143082505127
4949,5,207,July,0.02997016935100238,0.021894702719487718,0.2187,Off-Peak,327.79933743492666
4950,6,207,July,0.07164155586060056,0.02084876114701849,0.2324,Peak,334.5259504653731
4951,7,207,July,0.06951049094801222,0.04380054684321027,0.2324,Peak,366.02618709575637
4952,8,207,July,0.10792781805035144,0.06105865828992003,0.2324,Peak,380.62785928379867
4953,9,207,July,0.07521065554003889,0.16825462167355404,0.2324,Peak,382.10443287584786
4954,10,207,July,0.08770608880376758,0.21102818929517592,0.2324,Peak,376.69032970500086
4955,11,207,July,0.08637046570855353,0.279353916119438,0.2324,Peak,375.5418835778514
4956,12,207,July,0.13724560094598276,0.2633935737991849,0.2324,Peak,377.18252090235046
4957,13,207,July,0.08371703336578147,0.2412667035281357,0.2324,Peak,372.424672661303
4958,14,207,July,0.10359750271184356,0.20009563040440606,0.2324,Peak,377.18252090235046
4959,15,207,July,0.07853707211528717,0.1617023710307462,0.2324,Peak,388.0107272440448
4960,16,207,July,0.07576250808378532,0.10233450124094147,0.2324,Peak,403.9249092916864
4961,17,207,July,0.08133266766752599,0.06824317812975211,0.2324,Peak,425.9094494399748
4962,18,207,July,0.13813286573010058,0.034508846980036666,0.2324,Peak,448.2221170531629
4963,19,207,July,0.18329158401573006,0.0053956941876188115,0.2324,Peak,460.8550244518063
4964,20,207,July,0.05720411145090044,0.0,0.2324,Peak,463.3159804385549
4965,21,207,July,0.05522335830784912,0.0,0.2324,Peak,458.23000473260765
4966,22,207,July,0.040249801651376135,0.0,0.2324,Peak,450.19088184256185
4967,23,207,July,0.03269447516819572,0.0,0.2187,Off-Peak,427.22195929957405
4968,0,208,July,0.029928808827726812,0.0,0.2187,Off-Peak,396.54204133144026
4969,1,208,July,0.02528401230037377,0.0,0.2187,Off-Peak,363.40116737655785
4970,2,208,July,0.02546866208630649,0.0,0.2187,Off-Peak,345.35415680706734
4971,3,208,July,0.026306660088345226,0.0,0.2187,Off-Peak,331.5728032812746
4972,4,208,July,0.02634779845735644,0.0,0.2187,Off-Peak,327.143082505127
4973,5,208,July,0.029823234434250768,0.00987202347648124,0.2187,Off-Peak,327.79933743492666
4974,6,208,July,0.09063949916070876,0.09272300909960204,0.2324,Peak,334.5259504653731
4975,7,208,July,0.09119480177597328,0.13713137406197753,0.2324,Peak,366.02618709575637
4976,8,208,July,0.1205180051195467,0.12976658729669965,0.2324,Peak,380.62785928379867
4977,9,208,July,0.07190070129500324,0.221779077088444,0.2324,Peak,382.10443287584786
4978,10,208,July,0.07130596012239375,0.26162364593801857,0.2324,Peak,376.69032970500086
4979,11,208,July,0.08065360985595485,0.27253527027415264,0.2324,Peak,375.5418835778514
4980,12,208,July,0.18060309490714935,0.24689429136654775,0.2324,Peak,377.18252090235046
4981,13,208,July,0.10911954126097792,0.22865579590955284,0.2324,Peak,372.424672661303
4982,14,208,July,0.0982198679838432,0.19072290416483345,0.2324,Peak,377.18252090235046
4983,15,208,July,0.127883288417753,0.15222655377723002,0.2324,Peak,388.0107272440448
4984,16,208,July,0.1261389588040343,0.09619794506526527,0.2324,Peak,403.9249092916864
4985,17,208,July,0.09690740815471198,0.061580831919405374,0.2324,Peak,425.9094494399748
4986,18,208,July,0.1511823304059265,0.02490344570911384,0.2324,Peak,448.2221170531629
4987,19,208,July,0.15785931451786445,0.0008432112026676518,0.2324,Peak,460.8550244518063
4988,20,208,July,0.0587642804009514,0.0,0.2324,Peak,463.3159804385549
4989,21,208,July,0.057158973156642874,0.0,0.2324,Peak,458.23000473260765
4990,22,208,July,0.041445108576282697,0.0,0.2324,Peak,450.19088184256185
4991,23,208,July,0.03344107694869181,0.0,0.2187,Off-Peak,427.22195929957405
4992,0,209,July,0.033960790383961936,0.0,0.2187,Off-Peak,396.54204133144026
4993,1,209,July,0.0297278326401631,0.0,0.2187,Off-Peak,363.40116737655785
4994,2,209,July,0.02978318318042814,0.0,0.2187,Off-Peak,345.35415680706734
4995,3,209,July,0.030450963261977576,0.0,0.2187,Off-Peak,331.5728032812746
4996,4,209,July,0.030493646619096162,0.0,0.2187,Off-Peak,327.143082505127
4997,5,209,July,0.03437190485898743,0.01910157865548457,0.2187,Off-Peak,327.79933743492666
4998,6,209,July,0.0709147326221647,0.02552963125041716,0.2324,Peak,334.5259504653731
4999,7,209,July,0.045020786992864416,0.07148440867257394,0.2324,Peak,366.02618709575637
5000,8,209,July,0.08595231250090746,0.08208181314539206,0.2324,Peak,380.62785928379867
5001,9,209,July,0.03186861681277608,0.11761400084303718,0.2324,Peak,382.10443287584786
5002,10,209,July,0.02765273723089091,0.14313923456321462,0.2324,Peak,376.69032970500086
5003,11,209,July,0.02276603456337071,0.029787068447834995,0.2324,Peak,375.5418835778514
5004,12,209,July,0.07883713518651883,0.03456667145376556,0.2324,Peak,377.18252090235046
5005,13,209,July,0.028556552400988526,0.041992088063962006,0.2324,Peak,372.424672661303
5006,14,209,July,0.02166697150023368,0.031592494803011316,0.2324,Peak,377.18252090235046
5007,15,209,July,0.021235911145090044,0.04191887337982445,0.2324,Peak,388.0107272440448
5008,16,209,July,0.0205099315732246,0.034750500206479594,0.2324,Peak,403.9249092916864
5009,17,209,July,0.03361122826629742,0.0273102110684382,0.2324,Peak,425.9094494399748
5010,18,209,July,0.09579678708341306,0.012807534663307123,0.2324,Peak,448.2221170531629
5011,19,209,July,0.1478534577881222,0.0006548555034035227,0.2324,Peak,460.8550244518063
5012,20,209,July,0.048379107312266384,0.0,0.2324,Peak,463.3159804385549
5013,21,209,July,0.04336396607543323,0.0,0.2324,Peak,458.23000473260765
5014,22,209,July,0.036584346489976216,0.0,0.2324,Peak,450.19088184256185
5015,23,209,July,0.03391164027862725,0.0,0.2187,Off-Peak,427.22195929957405
5016,0,210,July,0.029139473564390082,0.0,0.2187,Off-Peak,396.54204133144026
5017,1,210,July,0.025412077104994903,0.0,0.2187,Off-Peak,363.40116737655785
5018,2,210,July,0.02651674754332314,0.0,0.2187,Off-Peak,345.35415680706734
5019,3,210,July,0.02651570754332314,0.0,0.2187,Off-Peak,331.5728032812746
5020,4,210,July,0.02585547312266395,0.0,0.2187,Off-Peak,327.143082505127
5021,5,210,July,0.030055478484539582,0.01075976709809475,0.2187,Off-Peak,327.79933743492666
5022,6,210,July,0.06258194394668208,0.020539279340216408,0.2324,Peak,334.5259504653731
5023,7,210,July,0.06616321296636085,0.0420558876979867,0.2324,Peak,366.02618709575637
5024,8,210,July,0.09448479799816537,0.09308781633037136,0.2324,Peak,380.62785928379867
5025,9,210,July,0.07236725434514013,0.17012492131210652,0.2324,Peak,382.10443287584786
5026,10,210,July,0.08782535276647659,0.07463315258072338,0.2324,Peak,376.69032970500086
5027,11,210,July,0.09148919534196374,0.12034617729721644,0.2324,Peak,375.5418835778514
5028,12,210,July,0.18836991236000505,0.12548176299105498,0.2324,Peak,377.18252090235046
5029,13,210,July,0.10633431509937967,0.16027680574996656,0.2324,Peak,372.424672661303
5030,14,210,July,0.12097584226918967,0.1275255518854488,0.2324,Peak,377.18252090235046
5031,15,210,July,0.10026002365112333,0.06877923886618388,0.2324,Peak,388.0107272440448
5032,16,210,July,0.0935020915320324,0.09400729644340064,0.2324,Peak,403.9249092916864
5033,17,210,July,0.12716198836482473,0.008467151603681269,0.2324,Peak,425.9094494399748
5034,18,210,July,0.12886272686706118,0.04187201142831687,0.2324,Peak,448.2221170531629
5035,19,210,July,0.307019384573518,0.0,0.2324,Peak,460.8550244518063
5036,20,210,July,0.06070766058443765,0.0,0.2324,Peak,463.3159804385549
5037,21,210,July,0.05606460279986408,0.0,0.2324,Peak,458.23000473260765
5038,22,210,July,0.04077793666326877,0.0,0.2324,Peak,450.19088184256185
5039,23,210,July,0.03273208055045872,0.0,0.2187,Off-Peak,427.22195929957405
5040,0,211,July,0.02913891726809378,0.0,0.2187,Off-Peak,396.54204133144026
5041,1,211,July,0.02541214377166157,0.0,0.2187,Off-Peak,363.40116737655785
5042,2,211,July,0.0265183903567788,0.0,0.2187,Off-Peak,345.35415680706734
5043,3,211,July,0.026521665762827044,0.0,0.2187,Off-Peak,331.5728032812746
5044,4,211,July,0.02586216521916412,0.0,0.2187,Off-Peak,327.143082505127
5045,5,211,July,0.029842763520217468,0.008552646466375638,0.2187,Off-Peak,327.79933743492666
5046,6,211,July,0.061130053693857926,0.02132520884941924,0.2324,Peak,334.5259504653731
5047,7,211,July,0.06729119493713898,0.08425535082811005,0.2324,Peak,366.02618709575637
5048,8,211,July,0.0943748822874664,0.06237041882028036,0.2324,Peak,380.62785928379867
5049,9,211,July,0.0713345813727489,0.1463144862290096,0.2324,Peak,382.10443287584786
5050,10,211,July,0.06919482114169215,0.1704579769529988,0.2324,Peak,376.69032970500086
5051,11,211,July,0.0687985295412844,0.1821435238861216,0.2324,Peak,375.5418835778514
5052,12,211,July,0.1611301674438217,0.07814514443812479,0.2324,Peak,377.18252090235046
5053,13,211,July,0.07669815062285819,0.06805577449099746,0.2324,Peak,372.424672661303
5054,14,211,July,0.1480616725044097,0.19127443509476025,0.2324,Peak,377.18252090235046
5055,15,211,July,0.09486675494620776,0.17832029375964986,0.2324,Peak,388.0107272440448
5056,16,211,July,0.13839229143802784,0.10400919014764397,0.2324,Peak,403.9249092916864
5057,17,211,July,0.09322752102509686,0.045316038474928926,0.2324,Peak,425.9094494399748
5058,18,211,July,0.312001234903276,0.02281907557626365,0.2324,Peak,448.2221170531629
5059,19,211,July,0.15038964372866026,0.0,0.2324,Peak,460.8550244518063
5060,20,211,July,0.05894550305130819,0.0,0.2324,Peak,463.3159804385549
5061,21,211,July,0.05654144872579001,0.0,0.2324,Peak,458.23000473260765
5062,22,211,July,0.041155612959565074,0.0,0.2324,Peak,450.19088184256185
5063,23,211,July,0.03321278351342168,0.0,0.2187,Off-Peak,427.22195929957405
5064,0,212,July,0.029715893170234462,0.0,0.2187,Off-Peak,396.54204133144026
5065,1,212,July,0.025409594291539245,0.0,0.2187,Off-Peak,363.40116737655785
5066,2,212,July,0.026515442310567447,0.0,0.2187,Off-Peak,345.35415680706734
5067,3,212,July,0.0265173523343527,0.0,0.2187,Off-Peak,331.5728032812746
5068,4,212,July,0.02585915702344546,0.0,0.2187,Off-Peak,327.143082505127
5069,5,212,July,0.029675103126061843,0.01400762860232594,0.2187,Off-Peak,327.79933743492666
5070,6,212,July,0.06411267249369418,0.01559590983143061,0.2324,Peak,334.5259504653731
5071,7,212,July,0.06856081800203874,0.04763404746790744,0.2324,Peak,366.02618709575637
5072,8,212,July,0.09409299715618363,0.06700843381971115,0.2324,Peak,380.62785928379867
5073,9,212,July,0.07120252019028203,0.1871814912353168,0.2324,Peak,382.10443287584786
5074,10,212,July,0.07014387906897722,0.16077008293610198,0.2324,Peak,376.69032970500086
5075,11,212,July,0.0702572002125017,0.2320599571851349,0.2324,Peak,375.5418835778514
5076,12,212,July,0.11192822798402874,0.24322742131866096,0.2324,Peak,377.18252090235046
5077,13,212,July,0.11337789051208455,0.17126580457495608,0.2324,Peak,372.424672661303
5078,14,212,July,0.14326925320022404,0.1282818334060664,0.2324,Peak,377.18252090235046
5079,15,212,July,0.11897648678300682,0.15377287489056274,0.2324,Peak,388.0107272440448
5080,16,212,July,0.15190347932601106,0.11194102288135037,0.2324,Peak,403.9249092916864
5081,17,212,July,0.11543529394887388,0.029972885576741562,0.2324,Peak,425.9094494399748
5082,18,212,July,0.11887421861421618,0.0026803347560176672,0.2324,Peak,448.2221170531629
5083,19,212,July,0.1420536629470056,0.0,0.2324,Peak,460.8550244518063
5084,20,212,July,0.05927141845735642,0.0,0.2324,Peak,463.3159804385549
5085,21,212,July,0.05673541489636425,0.0,0.2324,Peak,458.23000473260765
5086,22,212,July,0.04051066708120965,0.0,0.2324,Peak,450.19088184256185
5087,23,212,July,0.032769148895684684,0.0,0.2187,Off-Peak,427.22195929957405
5088,0,213,August,0.0294850285287122,0.0,0.2187,Off-Peak,396.54204133144026
5089,1,213,August,0.025398044960924227,0.0,0.2187,Off-Peak,363.40116737655785
5090,2,213,August,0.026487686469588854,0.0,0.2187,Off-Peak,345.35415680706734
5091,3,213,August,0.02648663570506286,0.0,0.2187,Off-Peak,331.5728032812746
5092,4,213,August,0.025835400536867142,0.0,0.2187,Off-Peak,327.143082505127
5093,5,213,August,0.03024334895684676,0.009619011079784865,0.2187,Off-Peak,327.79933743492666
5094,6,213,August,0.0695804844239411,0.018036646629032718,0.2324,Peak,334.5259504653731
5095,7,213,August,0.06831414190272747,0.09281144262347307,0.2324,Peak,366.02618709575637
5096,8,213,August,0.11415955452960053,0.08812600251270407,0.2324,Peak,380.62785928379867
5097,9,213,August,0.09415204966019906,0.20893525691869014,0.2324,Peak,382.10443287584786
5098,10,213,August,0.10030263556443876,0.16163395880922196,0.2324,Peak,376.69032970500086
5099,11,213,August,0.09794943645320242,0.233175364885504,0.2324,Peak,375.5418835778514
5100,12,213,August,0.15854830358246966,0.2726482199315646,0.2324,Peak,377.18252090235046
5101,13,213,August,0.11628379544735645,0.24092743800249666,0.2324,Peak,372.424672661303
5102,14,213,August,0.1319062534953421,0.22101767558498386,0.2324,Peak,377.18252090235046
5103,15,213,August,0.1335039280667379,0.16550117376963072,0.2324,Peak,388.0107272440448
5104,16,213,August,0.13127257581182394,0.10527803983553216,0.2324,Peak,403.9249092916864
5105,17,213,August,0.12205632552151865,0.07311847102161823,0.2324,Peak,425.9094494399748
5106,18,213,August,0.1538364328122148,0.021713566345262426,0.2324,Peak,448.2221170531629
5107,19,213,August,0.18065984798284587,0.0036104141490959384,0.2324,Peak,460.8550244518063
5108,20,213,August,0.059383238637340414,0.0,0.2324,Peak,463.3159804385549
5109,21,213,August,0.05698518206591913,0.0,0.2324,Peak,458.23000473260765
5110,22,213,August,0.04045677419639824,0.0,0.2324,Peak,450.19088184256185
5111,23,213,August,0.032768599762147466,0.0,0.2187,Off-Peak,427.22195929957405
5112,0,214,August,0.029113491838260282,0.0,0.2187,Off-Peak,396.54204133144026
5113,1,214,August,0.025398522935779815,0.0,0.2187,Off-Peak,363.40116737655785
5114,2,214,August,0.02650042552497452,0.0,0.2187,Off-Peak,345.35415680706734
5115,3,214,August,0.02650121387020048,0.0,0.2187,Off-Peak,331.5728032812746
5116,4,214,August,0.025846438063200812,0.0,0.2187,Off-Peak,327.143082505127
5117,5,214,August,0.02979892935100238,0.009736677649802102,0.2187,Off-Peak,327.79933743492666
5118,6,214,August,0.06728920851674419,0.046914905394817887,0.2324,Peak,334.5259504653731
5119,7,214,August,0.08787994716756023,0.07885966570000108,0.2324,Peak,366.02618709575637
5120,8,214,August,0.14672829667943485,0.21156282693504985,0.2324,Peak,380.62785928379867
5121,9,214,August,0.1263951075250928,0.25225702353236285,0.2324,Peak,382.10443287584786
5122,10,214,August,0.13406581883205246,0.27597130070753834,0.2324,Peak,376.69032970500086
5123,11,214,August,0.14799589166402835,0.28571453658933404,0.2324,Peak,375.5418835778514
5124,12,214,August,0.20676716234498704,0.286178552149861,0.2324,Peak,377.18252090235046
5125,13,214,August,0.15366483360943245,0.2512501268687457,0.2324,Peak,372.424672661303
5126,14,214,August,0.15407125638649702,0.1204864008016601,0.2324,Peak,377.18252090235046
5127,15,214,August,0.14833560668765705,0.1315505292949899,0.2324,Peak,388.0107272440448
5128,16,214,August,0.13875092158010158,0.1166362249517366,0.2324,Peak,403.9249092916864
5129,17,214,August,0.12038516718757647,0.07723795241773179,0.2324,Peak,425.9094494399748
5130,18,214,August,0.15686889143682178,0.03343273175305024,0.2324,Peak,448.2221170531629
5131,19,214,August,0.1839117562136336,0.0,0.2324,Peak,460.8550244518063
